title,author,rating,description,genre,genres,cover_id,first_publish_year,edition_count
Utopia,Thomas More,4.0,"First published in 1516, Thomas More's Utopia is one of the most important works of European humanism. Through the voice of the mysterious traveler Raphael Hythloday, More describes a pagan, communist city-state governed by reason. Addressing such issues as religious pluralism, women's rights, state-sponsored education, colonialism, and justified warfare, Utopia seems remarkably contemporary nearly five centuries after it was written, and it remains a foundational text in philosophy and political theory.",Utopias,"['Utopias', 'Proverbs', 'Bibliography', 'Utopías', 'Fiction', 'Miniature books', 'Nonfiction', 'Consolation', 'Politics', 'Essays', 'Classic Literature', 'Specimens', 'Correspondence', 'Sources', 'Intellectual life', 'Humanists', 'History', 'Christian martyrs', 'Statesmen', 'Socialisme', 'Utopies', 'Argent (Monnaie)', 'Aspect social', 'Pluralisme religieux', 'Communauté', 'Vertus', 'Relations humaines', 'Propriété', 'République', 'British fiction', 'Irish fiction', 'Aufsatzsammlung', 'Politieke filosofie', '335.02', 'Intellectual movements', 'British philosophy', 'Political science']",7222976.0,1518,198
Les Trois Mousquetaires,Alexandre Dumas,4.0,"During the reign of France's King Louis XIV, D'Artagnan and three musketeers unite to defend the honor of Anne of Austria against the plots of Cardinal Richeliu.",History,"['History', 'Fiction', 'Swordsmen', 'Swordplay', 'Juvenile fiction', 'Histoire', 'Novela juvenil', 'Historia', 'Adventure fiction', 'Spanish language', 'Reading materials', 'Fiction, historical', 'France, fiction', 'Social conditions', 'Adventure stories', 'General', 'French fiction', 'Ying yu', 'Romance literature', ""Children's fiction"", 'Mongolian literature', 'Historical fiction', 'Abenteuerroman', 'Classic Literature', 'France', 'Épéistes', 'Fiction, general', 'French language', 'Readers', 'Man-woman relationships', 'Romans, nouvelles', 'Swords']",11929973.0,1844,1101
Orlando,Virginia Woolf,4.0,"In her most exuberant, most fanciful novel, Woolf has created a character liberated from the restraints of time and sex. Born in the Elizabethan Age to wealth and position, Orlando is a young nobleman at the beginning of the story-and a modern woman three centuries later.",Fiction,"['Fiction', 'Transsexuals', 'Textual Criticism', 'Literature', 'Mujeres', 'Hombres', 'Men', 'Facsimiles', 'Historia', 'English Manuscripts', 'Manuscripts', 'Women', 'Sackville-West', 'Nobility', 'History', 'England', 'Sex role', 'Ficción', 'Gender identity', 'Feminist literature', 'England, fiction', 'LGBTQ fiction', 'LGBTQ novels', 'Fiction, general', 'English literature', 'General Fiction', 'Roles sexuales', 'Romans, nouvelles']",3240273.0,1928,316
Sense and Sensibility,Jane Austen,4.0,"When Mr. Dashwood dies, he must leave the bulk of his estate to the son by his first marriage, which leaves his second wife and three daughters (Elinor, Marianne, and Margaret) in straitened circumstances. They are taken in by a kindly cousin, but their lack of fortune affects the marriageability of both practical Elinor and romantic Marianne. When Elinor forms an attachment for the wealthy Edward Ferrars, his family disapproves and separates them. And though Mrs. Jennings tries to match the worthy (and rich) Colonel Brandon to her, Marianne finds the dashing and fiery Willoughby more to her taste. Both relationships are sorely tried. But this is a romance, and through the hardships and heartbreak, true love and a happy ending will find their way for both the sister who is all sense and the one who is all sensibility. - Publisher.",Literature,"['Literature', 'Readers', 'Gentry', 'Sisters, fiction', 'Classic Literature', 'English language', 'open_syllabus_project', 'Didactic fiction', 'Humorous stories', 'Love stories', 'Rich people', 'Marriage, fiction', 'Classism', 'Courtship, fiction', 'History', 'Economic aspects', 'Upper class', 'General', 'England, fiction', 'Domestic fiction', 'English Literature', 'English fiction', 'Classic', 'Ying guo', 'Classes sociales', 'Romans, nouvelles', 'Histoire', 'Sœurs', 'English Satire', 'Paper work', 'Fiction, women', 'Fiction, classics', 'Families', 'Jeunes femmes', 'Romance', 'Literature, collections', 'Fiction', 'Social classes', 'Young women', 'Sisters', 'Courtship', ""'Mate selection"", 'fiction""', 'Romance fiction']",9278292.0,1811,2015
Persuasion,Jane Austen,4.0,"Persuasion tells the love story of Anne Elliot and Captain Frederick Wentworth, whose sister rents Miss Elliot's father's house, after the Napoleonic Wars come to an end. The story is set in 1814. The book itself is Jane Austen's last published book, published posthumously in December of 1818.",V leposlovju,"['V leposlovju', 'Medosebni odnosi', 'Družbene razmere', 'Rejection (Psychology)', 'Officers', 'Great Britain', 'England, fiction', 'Fiction, psychological', 'English literature', 'Manuscripts', 'English Manuscripts', 'Facsimiles', 'Gentry', 'Fiction, sagas', 'Literature', 'Psychological fiction', 'Jeunes femmes', 'Romans, nouvelles', 'Sisters', 'Sœurs', 'Social classes', 'Courtship, fiction', 'Fiction, general', 'Rejection (psychology)--fiction', 'First loves--fiction', 'Young women--england--fiction', '823/.7', 'Psychology', 'Fiction', 'Courtship', 'Motherless families', 'Dysfunctional families', 'Ship captains', 'First loves', 'Young women', 'General', 'LITERARY CRITICISM', 'Man-woman relationships']",12824691.0,1789,1235
This Side of Paradise,F. Scott Fitzgerald,4.0,"This Side of Paradise, F. Scott Fitzgerald's romantic and witty first novel, was written when the author was only twenty-three years old. This semi-autobiographical story of the handsome, indulged, and idealistic Princeton student Amory Blaine received critical raves and catapulted Fitzgerald to instant fame. Now, readers can enjoy the newly edited, authorized version of this early classic of the Jazz Age, based on Fitzgerald's original manuscript. In this definitive text, This Side of Paradise captures the rhythms and romance of Fitzgerald's youth and offers a poignant portrait of the ""Lost Generation.""",Fiction,"['Fiction', 'Romance', 'Historical""', 'Advertising', 'Veterans', 'College students', 'Facsimiles', 'American Manuscripts', 'Manuscripts', 'College stories', 'Love stories', 'Classic Literature', 'School stories', 'American fiction', 'Bildungsromans', '1920', 'Social conditions', 'Hell', 'Jeunes hommes', 'Romans, nouvelles', 'American literature', 'Literature', 'German', 'Dictionaries', 'English language', 'French', 'Spanish', 'Young men']",8243609.0,1920,495
Le Morte d'Arthur,Thomas Malory,4.0,"**Le Morte d'Arthur** (originally spelled **Le Morte Darthur**, ungrammatical Middle French for ""The Death of Arthur"") is a 15th-century Middle English prose reworking by Sir Thomas Malory of tales about the legendary King Arthur, Guinevere, Lancelot, Merlin and the Knights of the Round Table—along with their respective folklore. In order to tell a ""complete"" story of Arthur from his conception to his death, Malory compiled, rearranged, interpreted and modified material from various French and English sources. Today, this is one of the best-known works of Arthurian literature. Many authors since the 19th-century revival of the legend have used Malory as their principal source. 

(Source: [Wikipedia](https://en.wikipedia.org/wiki/Le_Morte_d%27Arthur))",Arthurian romances,"['Arthurian romances', 'Fiction', 'Romances', 'English Romances', 'Chivalry', 'Legends', 'Sources', 'Middle Ages', 'Adaptations', 'England, fiction', 'Grail', 'Love stories', 'English literature', 'Folklore, england', ""Children's fiction"", 'Folklore', ""Cycle d'Arthur"", 'Arthur, king', 'Juvenile literature', 'Arthur', 'Chivalry--fiction', '823.2', '823/.2', 'King Arthur']",8231834.0,1557,377
Lady Susan,Jane Austen,4.0,"Beautiful, flirtatious, and recently widowed, Lady Susan Vernon seeks an advantageous second marriage for herself, while attempting to push her daughter into a dismal match. A magnificently crafted novel of Regency manners and mores that will delight Austen enthusiasts with its wit and elegant expression",Fiction,"['Fiction', 'Facsimiles', 'Mate selection', 'English Manuscripts', 'Widows', 'Manuscripts', 'Fiction, general', 'England, fiction', 'English literature', 'Romans, nouvelles', 'Vernon, susan', 'Widows--fiction', 'Mate selection--fiction']",12641526.0,1925,599
Genji monogatari,Murasaki Shikibu,4.0,"**The most famous work of Japanese literature and the world's first novel—written a thousand years ago and one of the enduring classics of world literature.**

Written centuries before the time of Shakespeare and even Chaucer, The Tale of Genji marks the birth of the novel—and after more than a millennium, this seminal work continues to enchant readers throughout the world. Lady Murasaki Shikibu and her tale's hero, Prince Genji, have had an unmatched influence on Japanese culture. Prince Genji manifests what was to become an image of the ideal Heian era courtier; gentle and passionate. Genji is also a master poet, dancer, musician and painter. The Tale of Genji follows Prince Genji through his many loves, and varied passions. This book has influenced not only generations of courtiers and samurai of the distant past, but artists and painters even in modern times—episodes in the tale have been incorporated into the design of kimonos and handicrafts, and the four-line poems called waka which dance throughout this work have earned it a place as a classic text in the study of poetry.

This version by Kencho Suematsu was the first-ever translation in English. Condensed, it's a quarter length of the unabridged text, making it perfect for readers with limited time.

""Not speaking is the wiser part,
And words are sometimes vain,
But to completely close the heart
In silence, gives me pain.

—Prince Genji, in The Tale of Genji

About the Author: Lady Murasaki Shikibu, born in 978, was a member of the famed Fujiwara clan-one of the most influential families of the Heian period. After the death of her husband, Shikibu immersed herself in Buddhism, and the religion's influence permeates her writing.",Classic Literature,"['Classic Literature', 'Concordances', 'Fiction', 'Illustrations', 'Japanese fiction', 'Literature', 'Princes', 'Japanese literature', 'LITERATURA JAPONESA', 'Japan, fiction', 'Fiction, general', 'Fiction, historical', 'LITERARY CRITICISM', 'Asian', 'Japanese', 'Medieval', 'General', 'Romance']",6614001.0,1900,121
Northanger Abbey,Jane Austen,4.0,"Northanger Abbey is both a perfectly aimed literary parody and a withering satire of the commercial aspects of marriage among the English gentry at the turn of the nineteenth century. But most of all, it is the story of the initiation into life of its naïve but sweetly appealing heroine, Catherine Morland, a willing victim of the contemporary craze for Gothic literature who is determined to see herself as the heroine of a dark and thrilling romance.

When Catherine is invited to Northanger Abbey, the grand though forbidding ancestral seat of her suitor, Henry Tilney, she finds herself embroiled in a real drama of misapprehension, mistreatment, and mortification, until common sense and humor—and a crucial clarification of Catherine’s financial status—puts all to right. Written in 1798 but not published until after Austen’s death in 1817, Northanger Abbey is characteristically clearheaded and strong, and infinitely subtle in its comedy.",Mate selection,"['Mate selection', 'Cousins', 'Fiction', 'Young women', 'Horror tales', 'Families', 'Uncles', 'Appreciation', 'Sisters', 'Courtship', 'Country homes', 'Rejection (Psychology)', 'Female friendship', 'Social classes', 'Ship captains', 'Adoptees', 'Motherless families', 'Gothic novels', 'Romance fiction', 'Satire', 'Northanger Abbey', 'England, fiction', 'English literature', 'Correspondence', 'English Novelists', 'Marriage', 'Gentry', 'Literature: Classics', 'Fiction, gothic', 'Fiction, satire', 'Fiction, general', 'Powieść angielska', 'Tłumaczenia polskie', 'Economic aspects', 'Fiction, horror', 'Romans, nouvelles', 'Nineteenth century,', 'Nineteenth century', 'Romance', 'Suspense', 'Readers', ""Children's fiction"", 'Morland, catherine', 'Horror tales--appreciation', 'Horror tales--appreciation--fiction', 'Young women--fiction', 'Young women--england--fiction', '823/.7']",12567961.0,1818,1011
